Price,Year,Kms,Potencia,renta_encoded,familia_encoded,frecuencia_uso_encoded,experiencia_conduccion_encoded,vacaciones_freq,sector_freq,comunidad_autonoma_freq,condiciones_conduccion_freq,tipo_combustible.1_freq,Marca_freq,probability,prediction_class
28990,2022,58.747,136,3,0,2,1,0.5065757428153921,0.09005114466634194,0.011264003896736484,0.698307355090112,0.39704091573307354,0.05029225523623965,0.08820616267518563,0
12990,2023,36.918,91,2,1,2,0,0.5065757428153921,0.11002191914271797,0.049074525085241114,0.698307355090112,0.39704091573307354,0.01747442766682903,0.09266571183939631,0
16390,2024,8.401,130,2,1,2,1,0.5065757428153921,0.10466390647832441,0.03001704822211398,0.698307355090112,0.39704091573307354,0.08865075499269362,0.11086497152734068,0
25190,2022,55.161,150,0,1,2,0,0.19715051144666343,0.11002191914271797,0.023380418899171942,0.20920603994154896,0.282513395031661,0.05029225523623965,0.08698107316568078,0
16790,2021,23.656,100,1,1,1,1,0.29627374573794446,0.04688261081344374,0.05010959571358987,0.20920603994154896,0.30144909887968824,0.1620798830979055,0.10293554539949694,0
15990,2024,26.316,100,3,2,0,1,0.19715051144666343,0.15112031173891866,0.009376522162688748,0.698307355090112,0.39704091573307354,0.1620798830979055,0.08533590600261426,0
22290,2023,12.419,150,2,2,1,0,0.29627374573794446,0.15112031173891866,0.17748416950803703,0.698307355090112,0.39704091573307354,0.01053336580613736,0.09001587950489479,0
20790,2021,98.791,184,2,1,1,2,0.5065757428153921,0.18813930832927422,0.17748416950803703,0.698307355090112,0.282513395031661,0.03044325377496347,0.07928875174383013,0
21790,2023,22.396,130,3,1,2,1,0.19715051144666343,0.11002191914271797,0.03001704822211398,0.20920603994154896,0.282513395031661,0.003896736483195324,0.08564940186595717,0
12690,2023,40.351,110,2,1,2,1,0.29627374573794446,0.10326351680467609,0.13200194836824158,0.698307355090112,0.39704091573307354,0.06715781782756941,0.09762388653539085,0
12690,2023,27.84,110,4,1,1,2,0.5065757428153921,0.15112031173891866,0.13200194836824158,0.698307355090112,0.39704091573307354,0.08865075499269362,0.08849727160583709,0
11790,2024,18.556,83,1,1,1,1,0.5065757428153921,0.15112031173891866,0.049074525085241114,0.698307355090112,0.39704091573307354,0.08865075499269362,0.0913428193909443,0
19090,2024,12.422,100,0,0,2,1,0.5065757428153921,0.05211885046273746,0.16762055528494885,0.09248660496833902,0.39704091573307354,0.03038236726741354,0.10082624415474228,0
19790,2023,48.688,150,2,2,2,2,0.5065757428153921,0.09005114466634194,0.04736970287384316,0.698307355090112,0.39704091573307354,0.053153921091086215,0.08702804093164147,0
12690,2020,113.528,130,0,1,1,1,0.29627374573794446,0.11002191914271797,0.13200194836824158,0.20920603994154896,0.39704091573307354,0.053153921091086215,0.08355911537411931,0
17590,2021,132.638,150,4,2,1,2,0.5065757428153921,0.10326351680467609,0.17748416950803703,0.09248660496833902,0.30144909887968824,0.053153921091086215,0.08422215616383409,0
20490,2018,75.714,150,1,2,0,0,0.5065757428153921,0.052788602045786656,0.17748416950803703,0.698307355090112,0.30144909887968824,0.05029225523623965,0.08972834453662584,0
14190,2021,45.414,100,2,1,0,0,0.5065757428153921,0.05211885046273746,0.05010959571358987,0.698307355090112,0.282513395031661,0.02959084266926449,0.10182357978019896,0
14090,2022,77.783,106,2,0,2,1,0.19715051144666343,0.05211885046273746,0.13200194836824158,0.698307355090112,0.39704091573307354,0.009193862640038967,0.08551351423003092,0
11790,2023,40.751,100,1,1,1,1,0.5065757428153921,0.11002191914271797,0.023380418899171942,0.20920603994154896,0.39704091573307354,0.06715781782756941,0.0948168262551203,0
12290,2020,117.609,115,1,1,2,1,0.29627374573794446,0.052788602045786656,0.17748416950803703,0.09248660496833902,0.30144909887968824,0.053153921091086215,0.08071272225327102,0
31390,2020,52.083,190,1,1,1,0,0.29627374573794446,0.11002191914271797,0.05528494885533366,0.698307355090112,0.282513395031661,0.05029225523623965,0.09195635917740821,0
12390,2022,20.932,80,4,1,0,1,0.5065757428153921,0.050535801266439355,0.17748416950803703,0.698307355090112,0.39704091573307354,0.016743789576229906,0.08881162456277505,0
12290,2020,117.609,115,4,2,1,1,0.5065757428153921,0.15112031173891866,0.03452264978080857,0.698307355090112,0.30144909887968824,0.053153921091086215,0.08974841972103012,0
8590,2019,147.291,100,2,2,2,1,0.19715051144666343,0.15112031173891866,0.04736970287384316,0.20920603994154896,0.39704091573307354,0.01747442766682903,0.09697621529015285,0
11790,2020,78.812,80,1,2,1,1,0.29627374573794446,0.18813930832927422,0.12871407696054554,0.698307355090112,0.39704091573307354,0.06039941548952752,0.08784433748635136,0
12690,2022,54.478,100,5,1,2,2,0.29627374573794446,0.10326351680467609,0.13200194836824158,0.698307355090112,0.39704091573307354,0.04298587433024842,0.0764508577062463,0
11790,2020,83.231,95,3,1,2,2,0.5065757428153921,0.10466390647832441,0.17748416950803703,0.20920603994154896,0.39704091573307354,0.053153921091086215,0.08409373754636723,0
13590,2019,127.902,150,2,1,2,0,0.5065757428153921,0.18813930832927422,0.026668290306867997,0.20920603994154896,0.30144909887968824,0.06039941548952752,0.09226310668766184,0
21890,2019,89.803,180,2,1,2,2,0.29627374573794446,0.050414028251339504,0.04736970287384316,0.698307355090112,0.30144909887968824,0.1620798830979055,0.10162598381306757,0
24290,2023,21.183,130,3,1,0,1,0.29627374573794446,0.18813930832927422,0.04736970287384316,0.698307355090112,0.30144909887968824,0.1620798830979055,0.09004626595362045,0
9790,2021,27.847,70,4,1,0,0,0.5065757428153921,0.10466390647832441,0.12871407696054554,0.698307355090112,0.282513395031661,0.04596931320019484,0.08662200547678162,0
19590,2024,16.594,130,1,1,1,1,0.19715051144666343,0.18813930832927422,0.05010959571358987,0.698307355090112,0.39704091573307354,0.1620798830979055,0.1027823236810879,0
13990,2020,42.579,90,2,1,1,1,0.29627374573794446,0.050414028251339504,0.17748416950803703,0.698307355090112,0.282513395031661,0.016195811008280565,0.09125353394130106,0
17690,2024,24.669,130,2,1,1,2,0.5065757428153921,0.04688261081344374,0.12871407696054554,0.698307355090112,0.39704091573307354,0.06715781782756941,0.09819607692261573,0
26790,2021,41.082,220,2,2,2,2,0.19715051144666343,0.10466390647832441,0.16762055528494885,0.698307355090112,0.282513395031661,0.05029225523623965,0.09504601992767915,0
11790,2020,83.231,95,3,2,2,1,0.5065757428153921,0.10326351680467609,0.12871407696054554,0.698307355090112,0.39704091573307354,0.053153921091086215,0.07951779363549744,0
15490,2023,18.328,100,2,1,0,0,0.5065757428153921,0.15112031173891866,0.16762055528494885,0.698307355090112,0.39704091573307354,0.1620798830979055,0.09758729557649315,0
10890,2020,132.137,95,2,1,2,1,0.29627374573794446,0.05211885046273746,0.009376522162688748,0.20920603994154896,0.30144909887968824,0.05674622503653191,0.08436426018086374,0
24590,2020,75.881,218,2,1,2,2,0.5065757428153921,0.15112031173891866,0.049074525085241114,0.698307355090112,0.282513395031661,0.029103750608865074,0.10442139397658519,0
28590,2023,23.446,299,1,1,2,0,0.5065757428153921,0.15112031173891866,0.16762055528494885,0.20920603994154896,0.282513395031661,0.006636629322942036,0.09205412893857859,0
18590,2020,79.248,120,1,1,0,1,0.5065757428153921,0.09005114466634194,0.026668290306867997,0.20920603994154896,0.30144909887968824,0.04596931320019484,0.09598760339229254,0
16390,2019,108.739,150,0,1,0,1,0.29627374573794446,0.05211885046273746,0.17748416950803703,0.698307355090112,0.30144909887968824,0.0495007306380906,0.08490088390192709,0
10290,2021,109.96,85,0,2,2,0,0.5065757428153921,0.04688261081344374,0.17748416950803703,0.698307355090112,0.30144909887968824,0.05674622503653191,0.08862077893801043,0
11890,2018,119.396,100,3,2,2,1,0.5065757428153921,0.18813930832927422,0.17748416950803703,0.698307355090112,0.282513395031661,0.03044325377496347,0.08081909585545935,0
48990,2020,134.521,265,2,1,2,0,0.19715051144666343,0.09005114466634194,0.13200194836824158,0.20920603994154896,0.30144909887968824,0.05029225523623965,0.07740087809752405,0
23690,2020,116.428,150,2,0,2,1,0.5065757428153921,0.11002191914271797,0.03452264978080857,0.698307355090112,0.282513395031661,0.010776911836337067,0.09320285341866176,0
48990,2020,134.521,265,2,2,1,0,0.19715051144666343,0.10466390647832441,0.16762055528494885,0.698307355090112,0.30144909887968824,0.05029225523623965,0.08033438864420737,0
12290,2020,117.609,115,4,1,2,1,0.5065757428153921,0.10326351680467609,0.12871407696054554,0.698307355090112,0.30144909887968824,0.053153921091086215,0.08034759371764565,0
13590,2019,86.837,130,2,0,2,0,0.29627374573794446,0.15112031173891866,0.03452264978080857,0.20920603994154896,0.39704091573307354,0.006636629322942036,0.0860908238108184,0
64090,2022,43.418,333,5,1,1,2,0.29627374573794446,0.050535801266439355,0.13200194836824158,0.20920603994154896,0.39704091573307354,0.05029225523623965,0.08372266263983916,0
16390,2024,11.492,90,2,2,2,1,0.29627374573794446,0.18813930832927422,0.17748416950803703,0.698307355090112,0.39704091573307354,0.05674622503653191,0.10366322045949668,0
20290,2024,16.873,130,5,0,0,1,0.5065757428153921,0.18813930832927422,0.12871407696054554,0.20920603994154896,0.39704091573307354,0.1620798830979055,0.096718770747049,0
24690,2020,141.574,190,2,1,0,0,0.5065757428153921,0.18813930832927422,0.17748416950803703,0.698307355090112,0.30144909887968824,0.01309059912323429,0.09855436852070551,0
23190,2021,37.538,150,5,2,1,0,0.29627374573794446,0.15112031173891866,0.17748416950803703,0.20920603994154896,0.39704091573307354,0.053153921091086215,0.08518889335164681,0
10490,2019,74.615,90,2,1,0,0,0.5065757428153921,0.05211885046273746,0.05010959571358987,0.698307355090112,0.39704091573307354,0.05674622503653191,0.09031780712804043,0
14590,2021,64.107,118,2,1,1,1,0.5065757428153921,0.18813930832927422,0.12871407696054554,0.09248660496833902,0.30144909887968824,0.08865075499269362,0.09130941995217139,0
32390,2024,12.794,140,1,1,1,2,0.29627374573794446,0.09005114466634194,0.17748416950803703,0.20920603994154896,0.282513395031661,0.03044325377496347,0.09021703570912591,0
21390,2019,71.64,150,3,2,0,1,0.19715051144666343,0.15112031173891866,0.009376522162688748,0.698307355090112,0.30144909887968824,0.016195811008280565,0.0910161066642217,0
14790,2019,60.219,115,2,1,2,0,0.5065757428153921,0.09005114466634194,0.05010959571358987,0.20920603994154896,0.30144909887968824,0.06039941548952752,0.09684269627967229,0
16390,2024,8.401,130,1,2,2,0,0.29627374573794446,0.04688261081344374,0.16762055528494885,0.698307355090112,0.39704091573307354,0.08865075499269362,0.12720152403834775,0
10890,2019,26.953,90,3,2,2,1,0.29627374573794446,0.18813930832927422,0.16762055528494885,0.20920603994154896,0.018996590355577204,0.05674622503653191,0.09533654512186729,0
20490,2021,45.982,130,1,2,1,1,0.19715051144666343,0.11002191914271797,0.029347296639064782,0.698307355090112,0.30144909887968824,0.03038236726741354,0.09569398438977103,0
13990,2017,46.382,95,2,1,1,0,0.5065757428153921,0.10466390647832441,0.16762055528494885,0.698307355090112,0.39704091573307354,0.03044325377496347,0.08177860707634431,0
12690,2023,26.872,100,1,1,0,1,0.29627374573794446,0.18813930832927422,0.13200194836824158,0.698307355090112,0.39704091573307354,0.1620798830979055,0.10755487162740811,0
15490,2024,33.275,100,2,1,0,1,0.29627374573794446,0.15112031173891866,0.05010959571358987,0.698307355090112,0.39704091573307354,0.1620798830979055,0.09749956155041771,0
18890,2021,70.944,141,4,2,2,1,0.5065757428153921,0.050535801266439355,0.17748416950803703,0.698307355090112,0.282513395031661,0.02959084266926449,0.08342954550822232,0
11790,2024,18.556,83,3,1,2,0,0.19715051144666343,0.15112031173891866,0.04736970287384316,0.09248660496833902,0.39704091573307354,0.08865075499269362,0.0957572951480374,0
19590,2022,63.168,130,4,1,0,1,0.5065757428153921,0.10466390647832441,0.04736970287384316,0.698307355090112,0.30144909887968824,0.04298587433024842,0.0868521240531723,0
21790,2021,70.921,190,5,0,0,0,0.29627374573794446,0.18813930832927422,0.05528494885533366,0.20920603994154896,0.30144909887968824,0.05674622503653191,0.1050047585866057,0
15990,2020,124.625,116,1,1,2,1,0.29627374573794446,0.11002191914271797,0.16762055528494885,0.20920603994154896,0.282513395031661,0.032696054554310766,0.08173110720457052,0
16890,2019,54.457,130,2,0,1,0,0.19715051144666343,0.15112031173891866,0.13200194836824158,0.20920603994154896,0.30144909887968824,0.1620798830979055,0.09316149343580418,0
21190,2018,87.577,177,3,0,2,1,0.5065757428153921,0.09005114466634194,0.011264003896736484,0.698307355090112,0.30144909887968824,0.029103750608865074,0.09023831081875885,0
10290,2020,136.791,100,1,1,0,0,0.19715051144666343,0.05211885046273746,0.03001704822211398,0.20920603994154896,0.30144909887968824,0.1620798830979055,0.10325817988050542,0
11190,2024,8.634,70,3,0,1,1,0.5065757428153921,0.11002191914271797,0.12871407696054554,0.698307355090112,0.282513395031661,0.04596931320019484,0.15830702308314368,0
23490,2021,89.886,150,0,1,2,0,0.29627374573794446,0.18813930832927422,0.04736970287384316,0.20920603994154896,0.282513395031661,0.05029225523623965,0.08957923921985439,0
13590,2023,10.487,110,1,1,0,2,0.5065757428153921,0.05211885046273746,0.029347296639064782,0.698307355090112,0.39704091573307354,0.06715781782756941,0.10422258251813794,0
22490,2022,68.751,136,4,2,0,1,0.29627374573794446,0.11002191914271797,0.16762055528494885,0.698307355090112,0.39704091573307354,0.05029225523623965,0.08011720977310614,0
13190,2020,93.87,115,1,0,2,1,0.5065757428153921,0.09005114466634194,0.16762055528494885,0.698307355090112,0.30144909887968824,0.053153921091086215,0.0813806557500057,0
27290,2024,16.644,150,1,0,2,1,0.5065757428153921,0.050414028251339504,0.12871407696054554,0.698307355090112,0.282513395031661,0.032696054554310766,0.10454218468148027,0
18190,2023,15.493,95,4,2,2,2,0.29627374573794446,0.15112031173891866,0.04736970287384316,0.698307355090112,0.39704091573307354,0.016743789576229906,0.08579518106225148,0
17090,2018,126.326,116,5,0,1,0,0.5065757428153921,0.05211885046273746,0.17748416950803703,0.698307355090112,0.30144909887968824,0.05029225523623965,0.08525085101964569,0
13590,2020,112.82,130,3,2,1,1,0.5065757428153921,0.10466390647832441,0.17748416950803703,0.20920603994154896,0.39704091573307354,0.06715781782756941,0.08395165899919729,0
9990,2021,70.332,83,4,1,1,0,0.29627374573794446,0.15112031173891866,0.011264003896736484,0.09248660496833902,0.39704091573307354,0.08865075499269362,0.08759240610080049,0
21390,2020,86.325,136,2,1,2,1,0.5065757428153921,0.15112031173891866,0.16762055528494885,0.698307355090112,0.282513395031661,0.03044325377496347,0.08230379720335651,0
10890,2020,108.45,80,4,0,2,1,0.5065757428153921,0.050535801266439355,0.029347296639064782,0.09248660496833902,0.39704091573307354,0.06039941548952752,0.09636285266350274,0
19590,2022,63.168,130,4,1,2,1,0.5065757428153921,0.050414028251339504,0.12871407696054554,0.20920603994154896,0.30144909887968824,0.04298587433024842,0.08367040015177694,0
16890,2018,48.456,109,5,2,1,1,0.5065757428153921,0.10326351680467609,0.13200194836824158,0.20920603994154896,0.30144909887968824,0.0017048222113979542,0.078379911260229,0
17690,2023,38.59,125,3,0,0,0,0.29627374573794446,0.050414028251339504,0.04736970287384316,0.09248660496833902,0.282513395031661,0.04298587433024842,0.09661813934695841,0
11990,2020,73.108,95,2,2,1,0,0.19715051144666343,0.09005114466634194,0.17748416950803703,0.698307355090112,0.39704091573307354,0.053153921091086215,0.08283457129218455,0
17290,2020,62.251,130,1,0,2,2,0.5065757428153921,0.09005114466634194,0.16762055528494885,0.698307355090112,0.30144909887968824,0.1620798830979055,0.09824727379331208,0
13290,2019,39.932,110,2,0,1,1,0.29627374573794446,0.11002191914271797,0.12871407696054554,0.698307355090112,0.39704091573307354,0.08865075499269362,0.09324001063441806,0
21390,2021,104.392,245,2,2,1,0,0.5065757428153921,0.052788602045786656,0.023380418899171942,0.20920603994154896,0.282513395031661,0.01053336580613736,0.08963685645445879,0
